group,n,mean,median,standard_deviation,minimum,maximum,ci_95_lower,ci_95_upper
Knockout team,60,1.4178951368517707,1.2592954990215264,0.8144164283080191,0.1587301587301587,3.5294117647058822,1.2075090645130768,1.6282812091904646
Group-stage exit,60,1.5195332624738933,1.3873295910184442,0.8657166138366523,0.3703703703703704,4.759615384615384,1.295894946972524,1.7431715779752626
